Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Mohammédia,Pharmacie Bismillah صيدلية باسم الله,Parapharmacie,Formel,Mohammédia المحمدية,33.6794296,-7.3765227,icons/pharmacy.png
Mohammédia,Pharmacie Majorelle صيدلية ماجوريل,Parapharmacie,Formel,Mohammédia المحمدية,33.6974339,-7.3656405,icons/pharmacy.png
Mohammédia,Pharmacie Al Akssa صيدلية الأقصى,Parapharmacie,Formel,Pharmacie Al Akssa صيدلية الأقصى,33.687663,-7.3744439,icons/pharmacy.png
Mohammédia,Pharmacie Abderrahim صيدلية عبد الرحيم,Parapharmacie,Formel,Mohammédia المحمدية,33.6864402,-7.3705346,icons/pharmacy.png
Mohammédia,Pharmacie Espoir صيدلية الأمل,Parapharmacie,Formel,Mohammédia المحمدية,33.689236,-7.3630786,icons/pharmacy.png
Mohammédia,Pharmacie Aicha صيدلية عائشة,Parapharmacie,Formel,Mohammédia المحمدية,33.6933043,-7.3582414,icons/pharmacy.png
Mohammédia,Pharmacie Fadelallah صيدلية فضل الله,Parapharmacie,Formel,Mohammédia المحمدية,33.6899104,-7.3703069,icons/pharmacy.png
Mohammédia,Pharmacie Al Fajr صيدلية الفجر,Parapharmacie,Formel,Mohammedia,33.6927388,-7.3708896,icons/pharmacy.png
Mohammédia,Pharmacie Santé صيدلية الصحة,Parapharmacie,Formel,Mohammédia المحمدية,33.6960623,-7.3576094,icons/pharmacy.png
Mohammédia,Pharmacie Idham صيدلية إدهام,Parapharmacie,Formel,"Boulevard Mohamed VI ش. محمد السادس, Mohammédia المحمدية",33.6999691,-7.3626973,icons/pharmacy.png
Mohammédia,Pharmacie Riad Al Ali صيدلية رياض العلي,Parapharmacie,Formel,Mohammédia المحمدية,33.6991418,-7.3571747,icons/pharmacy.png
Mohammédia,Pharmacie Annahda صيدلية النهضة,Parapharmacie,Formel,Mohammédia المحمدية,33.6993395,-7.352182,icons/pharmacy.png
Mohammédia,Pharmacie Jawhart El Fatah 2 صيدلية جوهرة الفتح,Parapharmacie,Formel,Mohammédia المحمدية,33.6695246,-7.3888723,icons/pharmacy.png
Mohammédia,Pharmacie Assil صيدلية أصيل,Parapharmacie,Formel,Mohammédia المحمدية,33.671119,-7.3852486,icons/pharmacy.png
Mohammédia,Pharmacie Al Machrouae صيدلية المشروع,Parapharmacie,Formel,Mohammedia,33.6619107,-7.3631995,icons/pharmacy.png
Mohammédia,Pharmacie Des Résidences صيدلية الاقامات,Parapharmacie,Formel,Mohammedia,33.6677623,-7.3671404,icons/pharmacy.png
Mohammédia,Pharmacie Mimouna صيدلية ميمونة,Parapharmacie,Formel,Mohammedia,33.6650452,-7.3648026,icons/pharmacy.png
N/A,Pharmacie Centre De Santé صيدلية المركز الصحي,Parapharmacie,Formel,Mohammed,33.6611358,-7.3588546,icons/pharmacy.png
Mohammédia,Pharmacie Diyar El Alia صيدلية ديار العالية,Parapharmacie,Formel,Mohammedia,33.6744821,-7.3648676,icons/pharmacy.png
Mohammédia,Pharmacie Jnan Zitoune صيدلية جنان الزيتون,Parapharmacie,Formel,Mohammédia المحمدية,33.6782939,-7.3621117,icons/pharmacy.png
Mohammédia,Pharmacie Youssef صيدلية يوسف,Parapharmacie,Formel,Mohammédia المحمدية,33.6766534,-7.3899685,icons/pharmacy.png
Mohammédia,Pharmacie Al Wahda صيدلية الوحدة,Parapharmacie,Formel,Mohammédia المحمدية,33.6811497,-7.3854121,icons/pharmacy.png
Mohammédia,Pharmacie Sarah صيدلية صارة,Parapharmacie,Formel,Mohammédia المحمدية,33.6859114,-7.3801692,icons/pharmacy.png
Mohammédia,Pharmacie Espoir صيدلية الأمل,Parapharmacie,Formel,Mohammedia,33.6911969,-7.3737297,icons/pharmacy.png
Mohammédia,Pharmacie Al Qods صيدلية القدس,Parapharmacie,Formel,Mohammedia,33.6982691,-7.3686958,icons/pharmacy.png
Mohammédia,Pharmacie Oued Lmakhazin صيدلية واد المخازن,Parapharmacie,Formel,Mohammedia,33.695717,-7.3686059,icons/pharmacy.png
Mohammédia,Pharmacie L'Hôpital صيدلية المستشفى,Parapharmacie,Formel,"Rue La fontaine, Mohammedia",33.6991148,-7.3844459,icons/pharmacy.png
Mohammédia,Pharmacie Wafa صيدلية الوفا,Parapharmacie,Formel,Mohammedia,33.6996321,-7.397617,icons/pharmacy.png
Mohammédia,Pharmacie Eucalyptus صيدلية الكالبتوس,Parapharmacie,Formel,Mohammedia,33.6975761,-7.3953194,icons/pharmacy.png
Mohammédia,Pharmacie La Piscine صيدلية المسبح,Parapharmacie,Formel,"Rue Abderrahmane Serghini, Mohammédia ⵎⵓⵃⴰⵎⴰⴷⵉⵢⴰ المحمدية",33.6956437,-7.3903903,icons/pharmacy.png
Mohammédia,Pharmacie de L'Avenue صيدلية الشارع,Parapharmacie,Formel,"Boulevard Mohammed V شارع محمد الخامس, Mohammedia",33.6995011,-7.3928085,icons/pharmacy.png
Mohammédia,La Grande Pharmacie الصيدلية الكبرى,Parapharmacie,Formel,Mohammedia,33.6935917,-7.3919184,icons/pharmacy.png
Mohammédia,Pharmacie Malak صيدلية ملاك,Parapharmacie,Formel,Mohammedia,33.6830497,-7.4002862,icons/pharmacy.png
N/A,Pharmacie Sebta صيدلية سبتة,Parapharmacie,Formel,Mohammedia,33.6950705,-7.38126,icons/pharmacy.png
Mohammédia,Pharmacie Liberté صيدلية الحرية,Parapharmacie,Formel,Mohammédia المحمدية,33.6902228,-7.3784751,icons/pharmacy.png
Mohammédia,Pharmacie Karama صيدلية كرامة,Parapharmacie,Formel,Mohammedia,33.6787339,-7.4125188,icons/pharmacy.png
Mohammédia,Pharmacie Centrale الصيدلية المركزية,Parapharmacie,Formel,Mohammedia,33.6781346,-7.4133686,icons/pharmacy.png
Mohammédia,Pharmacie Nassim صيدلية النسيم,Parapharmacie,Formel,Mohammedia,33.678645,-7.3995468,icons/pharmacy.png
Mohammédia,Pharmacie Aswak Assalam صيدلية أسواق السلام,Parapharmacie,Formel,Mohammedia,33.688323,-7.4008127,icons/pharmacy.png
Mohammédia,Pharmacie Essaada صيدلية السعادة,Parapharmacie,Formel,Mohammedia,33.6808914,-7.3940196,icons/pharmacy.png
Mohammédia,Pharmacie Alia صيدلية عالية,Parapharmacie,Formel,MOHAMMEDIA,33.6879494,-7.3906383,icons/pharmacy.png
Mohammédia,Pharmacie Ibn Rochd صيدلية ابن رشد,Parapharmacie,Formel,Mohammedia,33.6901605,-7.3873124,icons/pharmacy.png
Mohammédia,Pharmacie Mesk Lil صيدلية مسك الليل,Parapharmacie,Formel,Mohammedia,33.6921925,-7.3875143,icons/pharmacy.png
Mohammédia,Pharmacie Ibn Nafis صيدلية ابن النفيس,Parapharmacie,Formel,Mohammedia,33.6898614,-7.3909642,icons/pharmacy.png
Mohammédia,Pharmacie Anfa صيدلية أنفا,Parapharmacie,Formel,Mohammedia,33.6945948,-7.3766587,icons/pharmacy.png
Mohammédia,Pharmacie Laayoune صيدلية لعيون,Parapharmacie,Formel,Mohammédia المحمدية,33.6943834,-7.3843837,icons/pharmacy.png
Arrondissement d'Aïn-Chock,Papa John's,Restaurant,Formel,Papa John's,33.5328711,-7.6154746,icons/restaurant.png
N/A,Pharmacie Youssef صيدلية يوسف,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5424012,-7.479469,icons/pharmacy.png
N/A,Pharmacie Hay Alia صيدلية حي علياء,Parapharmacie,Formel,Tit Mellil,33.5445419,-7.4870704,icons/pharmacy.png
N/A,Pharmacie Le Jasmin صيدلية الياسمين,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5450802,-7.4822458,icons/pharmacy.png
N/A,Pharmacie Bouchama صيدلية بوشامة,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5488153,-7.4817686,icons/pharmacy.png
N/A,Pharmacie Alliance صيدلية أليانس,Parapharmacie,Formel,"Avenue Al Masjid, Tit Mellil تيط مليل",33.549637,-7.4872239,icons/pharmacy.png
N/A,Pharmacie Bakri صيدلية بكري,Parapharmacie,Formel,Tit Mellil ⵜⵉⵟ ⵎⵍⵉⵍ تيط مليل,33.5500583,-7.4837862,icons/pharmacy.png
N/A,Pharmacie Zine Essalam صيدلية زين السلام,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5528826,-7.4751169,icons/pharmacy.png
N/A,Pharmacie Jnane Essafia صيدلية جنان الصافية,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5560088,-7.4724584,icons/pharmacy.png
N/A,Pharmacie Messaoudi صيدلية المسعودي,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5447985,-7.4653683,icons/pharmacy.png
N/A,Pharmacie La Permanence صيدلية الدوام,Parapharmacie,Formel,"Boulevard Okba Bnou Nafie, Tit Mellil",33.5480164,-7.4570364,icons/pharmacy.png
N/A,Pharmacie Souk Sebt صيدلية سوق السبت,Parapharmacie,Formel,"Boulevard Okba Bnou Nafie, Tit Mellil تيط مليل",33.5549773,-7.4802272,icons/pharmacy.png
N/A,Pharmacie Shems El Madina صيدلية شمس المدينة,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5515188,-7.4639495,icons/pharmacy.png
N/A,Pharmacie Sami صيدلية سامي,Parapharmacie,Formel,Tit Mellil تيط مليل,33.5621879,-7.4846857,icons/pharmacy.png
N/A,Pharmacie Riad Echallalate صيدلية رياض الشلالات,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6188064,-7.4457767,icons/pharmacy.png
N/A,Pharmacie Hay Riad صيدلية حي الرياض,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.620225,-7.4486547,icons/pharmacy.png
N/A,Pharmacie Solb صيدلية الصلب,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6275418,-7.4399033,icons/pharmacy.png
N/A,Pharmacie Zaitoune صيدلية الزيتون,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6271798,-7.4362403,icons/pharmacy.png
N/A,Pharmacie Dr.Salah صيدلية د.صلاح,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6339743,-7.4208001,icons/pharmacy.png
N/A,Pharmacie Omar Al Farouk صيدلية عمر الفاروق,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6510104,-7.414294,icons/pharmacy.png
N/A,Pharmacie Zenata صيدلية زناتة,Parapharmacie,Formel,Ain Harrouda ⵄⵉⵏ ⵃⴰⵔⵓⴷⴰ عين حرودة,33.6339426,-7.4500004,icons/pharmacy.png
N/A,Pharmacie Siècle صيدلية القرن,Parapharmacie,Formel,Ain Harrouda,33.6332131,-7.4581042,icons/pharmacy.png
N/A,Pharmacie El Ezz صيدلية العز,Parapharmacie,Formel,"Boulevard de Palestine, Ain Harrouda",33.6317087,-7.4563667,icons/pharmacy.png
N/A,Pharmacie Ibnou Sahl صيدلية ابن السهل,Parapharmacie,Formel,Ain Harrouda,33.6360838,-7.4469982,icons/pharmacy.png
N/A,Pharmacie El Moustawsaf صيدلية المستوصف,Parapharmacie,Formel,Ain Harrouda,33.638738,-7.4482679,icons/pharmacy.png
N/A,Pharmacie Zahra صيدلية زهرة,Parapharmacie,Formel,Ain Harrouda ⵄⵉⵏ ⵃⴰⵔⵓⴷⴰ عين حرودة,33.6362342,-7.4505974,icons/pharmacy.png
N/A,Pharmacie Aït Taleb صيدلية أيت الطالب,Parapharmacie,Formel,Ain Harrouda ⵄⵉⵏ ⵃⴰⵔⵓⴷⴰ عين حرودة,33.6362382,-7.4531351,icons/pharmacy.png
N/A,Pharmacie Zaynab صيدلية زينب,Parapharmacie,Formel,Ain Harrouda,33.6372947,-7.4601645,icons/pharmacy.png
N/A,Pharmacie Ain Harrouda صيدلية عين حرودة,Parapharmacie,Formel,"Avenue Ibn Rochd, Ain Harrouda",33.6405941,-7.4509547,icons/pharmacy.png
N/A,Pharmacie Rim صيدلية ريم,Parapharmacie,Formel,"Avenue Ibn Battouta, Ain Harrouda",33.638872,-7.4525694,icons/pharmacy.png
N/A,Pharmacie Moustaid صيدلية مستعيد,Parapharmacie,Formel,Ain Harrouda,33.6389782,-7.4551621,icons/pharmacy.png
N/A,Pharmacie Amal Soussi صيدلية أمل السوسي,Parapharmacie,Formel,Ain Harrouda عين حرودة,33.6618355,-7.4377611,icons/pharmacy.png
N/A,Pharmacie Al Madina صيدلية المدينة,Parapharmacie,Formel,"Boulevard Chefchaouni, Ain Harrouda عين حرودة",33.6643582,-7.4403059,icons/pharmacy.png
N/A,Pharmacie Km 15 صيدلية كلم,Parapharmacie,Formel,Ain Harrouda,33.6330076,-7.4705889,icons/pharmacy.png
Mohammédia,Pharmacie Al Fath صيدلية الفتح,Parapharmacie,Formel,"Boulevard Oued Al Makhazine, Mohammédia المحمدية",33.6819076,-7.3912556,icons/pharmacy.png
Mohammédia,Pharmacie Al Majd صيدلية المجد,Parapharmacie,Formel,"Boulevard de la Resistance, Mohammedia",33.6858915,-7.3827021,icons/pharmacy.png
Mohammédia,Pharmacie Al Mouna صيدلية المنى,Parapharmacie,Formel,Mohammedia,33.6902091,-7.384695,icons/pharmacy.png
Mohammédia,Pharmacie Riad صيدلية الرياض,Parapharmacie,Formel,"Boulevard Monastir, Mohammedia",33.688186,-7.3843147,icons/pharmacy.png
Mohammédia,Pharmacie Assounah صيدلية السنة,Parapharmacie,Formel,"Boulevard de la Resistance, Mohammédia المحمدية",33.681629,-7.3883894,icons/pharmacy.png
Mohammédia,Pharmacie Mekka صيدلية مكة,Parapharmacie,Formel,Mohammedia,33.6915786,-7.3827277,icons/pharmacy.png
Mohammédia,Pharmacie Palestine صيدلية فلسطين,Parapharmacie,Formel,"Boulevard de Palestine, Mohammédia المحمدية",33.6898042,-7.3808236,icons/pharmacy.png
Mohammédia,Pharmacie de la Kasbah صيدلية القصبة,Parapharmacie,Formel,"Rue Mansour Eddahbi, Mohammedia",33.6987758,-7.3895011,icons/pharmacy.png
Mohammédia,Pharmacie Les Crêtes صيدلية القمم,Parapharmacie,Formel,Mohammédia المحمدية,33.6884075,-7.395669,icons/pharmacy.png
Bouskoura,Pharmacie Nour Victoria صيدلية نور فيكتوريا,Parapharmacie,Formel,Bouskoura,33.4167216,-7.6784334,icons/pharmacy.png
Bouskoura,Pharmacie l'Aube صيدلية الفجر,Parapharmacie,Formel,Bouskoura,33.4132803,-7.6807432,icons/pharmacy.png
Bouskoura,Pharmacie Zineb صيدلية زينب,Parapharmacie,Formel,Bouskoura,33.4103551,-7.6761805,icons/pharmacy.png
Bouskoura,Pharmacie Centrale الصيدلية المركزية,Parapharmacie,Formel,Bouskoura,33.422519,-7.6780797,icons/pharmacy.png
Bouskoura,Pharmacie Annasr Victoria صيدلية النصر فيكتوريا,Parapharmacie,Formel,Bouskoura,33.4234586,-7.6811403,icons/pharmacy.png
Bouskoura,Pharmacie Garan صيدلية كران,Parapharmacie,Formel,Bouskoura,33.4171299,-7.6737998,icons/pharmacy.png
Bouskoura,Pharmacie Nova Victoria صيدلية نوفا فيكتوريا,Parapharmacie,Formel,Bouskoura,33.4200724,-7.6736957,icons/pharmacy.png
Bouskoura,Pharmacie Victoria Parc صيدلية فيكتوريا بارك,Parapharmacie,Formel,Bouskoura,33.4236471,-7.6718659,icons/pharmacy.png
Bouskoura,Pharmacie PharmaParc صيدلية فارمابارك,Parapharmacie,Formel,Bouskoura,33.4208701,-7.6457515,icons/pharmacy.png
Bouskoura,Pharmacie Mayssane صيدلية ميسان,Parapharmacie,Formel,Bouskoura,33.4218769,-7.6517712,icons/pharmacy.png
Bouskoura,Pharmacie Agdal صيدلية أكدال,Parapharmacie,Formel,Bouskoura بوسكورة,33.4290944,-7.6372895,icons/pharmacy.png
Bouskoura,Pharmacie Al Hamd صيدلية الحمد,Parapharmacie,Formel,Bouskoura بوسكورة,33.4323388,-7.6391987,icons/pharmacy.png
Bouskoura,Pharmacie Parc Ib صيدلية بارك أب,Parapharmacie,Formel,Bouskoura بوسكورة,33.4420941,-7.650858,icons/pharmacy.png
Bouskoura,Pharmacie Rachidi صيدلية الراشدي,Parapharmacie,Formel,Bouskoura,33.4462959,-7.6481367,icons/pharmacy.png
Bouskoura,Pharmacie La Glita صيدلية لاغليتا,Parapharmacie,Formel,Bouskoura,33.4511321,-7.659022,icons/pharmacy.png
Bouskoura,Pharmacie Tlet Bouskoura صيدلية ثلاثاء بوسكورة,Parapharmacie,Formel,Bouskoura,33.4509888,-7.6488376,icons/pharmacy.png
Bouskoura,Pharmacie El Masjid صيدلية المسجد,Parapharmacie,Formel,Bouskoura,33.4522741,-7.6509632,icons/pharmacy.png
Bouskoura,Pharmacie Ryad Bouskoura صيدلية رياض بوسكورة,Parapharmacie,Formel,Bouskoura,33.4576144,-7.6652104,icons/pharmacy.png
Bouskoura,Pharmacie Maria صيدلية ماريا,Parapharmacie,Formel,Bouskoura ⴱⵓⵙⴽⵓⵔⴰ بوسكورة,33.4547158,-7.6498989,icons/pharmacy.png
Bouskoura,Pharmacie Annakhil صيدلية النخيل,Parapharmacie,Formel,Bouskoura,33.4596685,-7.6527878,icons/pharmacy.png
Bouskoura,Pharmacie Chorafae صيدلية الشرفاء,Parapharmacie,Formel,Bouskoura ⴱⵓⵙⴽⵓⵔⴰ بوسكورة,33.4575681,-7.6504165,icons/pharmacy.png
Bouskoura,Pharmacie Al Hassanaine صيدلية الحسنين,Parapharmacie,Formel,Bouskoura,33.4592818,-7.656905,icons/pharmacy.png
Bouskoura,Pharmacie La Mère صيدلية الأم,Parapharmacie,Formel,Bouskoura,33.4600987,-7.6605442,icons/pharmacy.png
Bouskoura,Pharmacie Al Kawtar صيدلية الكوثر,Parapharmacie,Formel,Bouskoura,33.4623118,-7.6638025,icons/pharmacy.png
Bouskoura,Pharmacie Prestige Bouskoura صيدلية بريستيج بوسكورة,Parapharmacie,Formel,Bouskoura,33.4715831,-7.6670902,icons/pharmacy.png
Bouskoura,Pharmacie Flora صيدلية فلورا,Parapharmacie,Formel,Bouskoura,33.462767,-7.6681919,icons/pharmacy.png
Bouskoura,Pharmacie Al Wakil صيدلية الوكيل,Parapharmacie,Formel,Bouskoura,33.4680563,-7.6609776,icons/pharmacy.png
Bouskoura,Pharmacie Assamad صيدلية الصمد,Parapharmacie,Formel,Bouskoura,33.4659259,-7.6698384,icons/pharmacy.png
Bouskoura,Pharmacie Kenz Bouskoura صيدلية كنز بوسكورة,Parapharmacie,Formel,Bouskoura,33.4644174,-7.6575566,icons/pharmacy.png
Bouskoura,Pharmacie Najat صيدلية نجاة,Parapharmacie,Formel,Bouskoura,33.4683996,-7.651666,icons/pharmacy.png
Bouskoura,Pharmacie Ibn Rochd صيدلية ابن رشد,Parapharmacie,Formel,Bouskoura,33.463491,-7.6538305,icons/pharmacy.png
Bouskoura,Pharmacie Principale Bouskoura صيدلية بوسكورة الرئيسية,Parapharmacie,Formel,Bouskoura,33.464761,-7.6502431,icons/pharmacy.png
Bouskoura,Pharmacie Dyar Al Andalous صيدلية ديار الأندلس,Parapharmacie,Formel,Bouskoura,33.4605822,-7.6478776,icons/pharmacy.png
Bouskoura,Pharmacie Andalous Bouskoura صيدلية أندلس بوسكورة,Parapharmacie,Formel,Bouskoura,33.4651739,-7.6452378,icons/pharmacy.png
Bouskoura,Pharmacie Zemmama صيدلية زمامة,Parapharmacie,Formel,Bouskoura,33.4607975,-7.6445349,icons/pharmacy.png
Bouskoura,Pharmacie Eden Bouskoura صيدلية اذن بوسكورة,Parapharmacie,Formel,Bouskoura,33.4732133,-7.64153,icons/pharmacy.png
Bouskoura,Pharmacie Chaimae صيدلية شيماء,Parapharmacie,Formel,Bouskoura,33.4786894,-7.6635032,icons/pharmacy.png
Bouskoura,Pharmacie Gaila صيدلية كايلة,Parapharmacie,Formel,Bouskoura,33.4828641,-7.6555344,icons/pharmacy.png
Bouskoura,Pharmacie Golf City صيدلية كولف سيتي,Parapharmacie,Formel,Bouskoura,33.475405,-7.606799,icons/pharmacy.png
Bouskoura,Pharmacie La Ville Verte صيدلية المدينة الخضراء,Parapharmacie,Formel,Bouskoura بوسكورة,33.493491,-7.6026241,icons/pharmacy.png
Bouskoura,Pharmacie Boujaadia صيدلية بوجعيدية,Parapharmacie,Formel,Bouskoura,33.452407,-7.6347608,icons/pharmacy.png
Bouskoura,Pharmacie Al Joud صيدلية الجود,Parapharmacie,Formel,Bouskoura,33.4855909,-7.6727376,icons/pharmacy.png
Bouskoura,c3000548,Parapharmacie,Formel,Bouskoura,33.4812004,-7.6667034,icons/pharmacy.png
Bouskoura,Pharmacie Maraya صيدلية مرايا,Parapharmacie,Formel,Bouskoura,33.4683806,-7.6912108,icons/pharmacy.png
Bouskoura,Pharmacie El Mzabyine صيدلية المزابيين,Parapharmacie,Formel,Bouskoura بوسكورة,33.5146151,-7.5904222,icons/pharmacy.png
Bouskoura,Pharmacie Kadri صيدلية كدري,Parapharmacie,Formel,Bouskoura,33.4530438,-7.7098775,icons/pharmacy.png
Bouskoura,Pharmacie Laamamra صيدلية العمامرة,Parapharmacie,Formel,Bouskoura,33.4147384,-7.6330126,icons/pharmacy.png
Bouskoura,Pharmacie Kamil Bouskoura صيدلية كامل بوسكورة,Parapharmacie,Formel,Bouskoura,33.4520102,-7.6672632,icons/pharmacy.png
Bouskoura,Pharmacie Casadiaa صيدلية كساديا,Parapharmacie,Formel,Bouskoura,33.4066641,-7.62306,icons/pharmacy.png
Assoukhour Assawda,Poulet Amira,Restaurant,Formel,"Place Al Yassir, Casablanca",33.5934069,-7.5984884,icons/restaurant.png
Bouskoura,Palmeraie coutry club,Restaurant,Formel,"Avenue du Promontoire, Bouskoura بوسكورة",33.4813451,-7.5941067,icons/restaurant.png
Sour Jdid,Petite épicerie,Boutique de confiserie,Informel,Petite épicerie,33.5947218,-7.6333943,icons/confectionery.png
El Hank,Oncle Blend,Restaurant,Formel,Rue Bab Ennasr زنقة باب النصر,33.5928022,-7.6442567,icons/restaurant.png
